Make,Model,Variant,Sub_variant,start_month,start_year,end_month,end_year
HYUNDAI,i20,HYUNDAI i20 1ST GEN (2008-2012),5DR 1.4L (PETROL) (09.2008 - 03.2012),9,2008,3,2012
HYUNDAI,i20,HYUNDAI i20 1ST GEN (2008-2012),5DR 1.4L ASTA (AT) (PETROL) (09.2008 - 03.2012),9,2008,3,2012
HYUNDAI,i20,HYUNDAI i20 1ST GEN (2008-2012),5DR 1.4L ASTA (O) SUNROOF (DIESEL) (09.2008 - 03.2012),9,2008,3,2012
HYUNDAI,i20,HYUNDAI i20 1ST GEN (2008-2012),5DR 1.4L MAGNA (DIESEL) (09.2008 - 03.2012),9,2008,3,2012
HYUNDAI,i20,HYUNDAI i20 1ST GEN F/L (2012-2014),5DR 1.2L (PETROL) (15.03.2012-14.07.2014),3,2012,7,2014
HYUNDAI,i20,HYUNDAI i20 1ST GEN F/L (2012-2014),5DR 1.4L (DIESEL) (15.03.2012-14.07.2014),3,2012,7,2014
HYUNDAI,i20,HYUNDAI i20 1ST GEN F/L (2012-2014),5DR 1.4L (PETROL) (15.03.2012-14.07.2014),3,2012,7,2014
HYUNDAI,i20,HYUNDAI i20 3RD GEN (09.2020-NOW),5DR 1.0L DCT N-LINE (PETROL) (11.2020 -NOW),11,2020,NOW,NOW
HYUNDAI,i20,HYUNDAI i20 3RD GEN (09.2020-NOW),5DR 1.0L N-LINE (PETROL) (11.2020 -NOW),11,2022,NOW,NOW
HYUNDAI,i20,HYUNDAI i20 3RD GEN (09.2020-NOW),5DR 1.2L (PETROL) (11.2020 -NOW),11,2020,NOW,NOW
HYUNDAI,i20,HYUNDAI i20 3RD GEN (09.2020-NOW),5DR 1.2L CVT (PETROL) (11.2020 -NOW),11,2020,NOW,NOW
HYUNDAI,i20,HYUNDAI i20 3RD GEN (09.2020-NOW),5DR 1.5L (DIESEL) (11.2020 -NOW),11,2020,NOW,NOW
HYUNDAI,i20 ACTIVE,HYUNDAI i20 ACTIVE 2ND GEN (2015-2018),5DR 1.2 (PETROL) (01.03.2015-01.03.2018),3,2015,3,2018
HYUNDAI,i20 ACTIVE,HYUNDAI i20 ACTIVE 2ND GEN (2015-2018),5DR 1.4L (DIESEL) (01.03.2015-01.03.2018),3,2015,3,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L (PETROL)(08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L Asta (O) (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L Asta (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L ERA (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L Magna (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.2L Sportz (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L (DIESEL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L ASTA (DIESEL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L ASTA (O) (DIESEL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L ERA (DIESEL) (08.2014-02.2018) i20,8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L MAGNA (DIESEL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L MAGNA AT (PETROL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN (2014-2018),5DR 1.4L SPORTZ (DIESEL) (08.2014-02.2018),8,2014,2,2018
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L ASTA (AT) (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L ASTA (O) (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L ERA (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L MAGNA EXECUTIVE (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L SPORTZ (O) (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.2L SPORTZ (PETROL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.4L ASTA (DIESEL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.4L ASTA (O) (DIESEL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.4L ASTA DUAL TONE (DIESEL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.4L MAGNA PLUS (DIESEL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,i20 ELITE,HYUNDAI i20 ELITE 2ND GEN F/L (2018-2020),5DR 1.4L SPORTZ PLUS (DIESEL) (01.08.2018-01-07-2020),8,2018,7,2020
HYUNDAI,KONA ELECTRIC,HYUNDAI KONA ELECTRIC (06.2019-NOW),4DR PREMIUM (ELECTRIC) (06.2019-NOW),6,2019,NOW,NOW
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 2ND GEN (2009-2013),5DR 2.2L (DIESEL) (01.09.2009-07.08.2012),9,2009,8,2012
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 2ND GEN (2009-2013),5DR 2.2L (DIESEL) (15.06.2011-26.09.2013),6,2011,9,2013
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 2ND GEN (2009-2013),5DR 2.4L (PETROL) (01.09.2009-07.08.2012),9,2009,8,2012
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 3RD GEN (2013-2017),5DR 2.2L (DIESEL) (15.12.2013-18.09.2017),12,2013,9,2017
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 3RD GEN (2013-2017),5DR 2.2L AT 2WD (DIESEL) (15.01.2013-26.02.2017),1,2013,2,2017
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 3RD GEN (2013-2017),5DR 2.2L AT 4WD (DIESEL) (15.01.2013-26.02.2017),1,2013,2,2017
HYUNDAI,SANTA FE,HYUNDAI SANTA FE 3RD GEN (2013-2017),5DR 2.2L MT 2WD (DIESEL) (15.01.2013-26.02.2017),1,2013,2,2017
HYUNDAI,SANTRO ,HYUNDAI SANTRO 1ST GEN (1998-2003),5DR 1.0L (PETROL) (24.09.1998-01.05.2003),9,1998,5,2003
HYUNDAI,SANTRO ,HYUNDAI SANTRO 1ST GEN (1998-2003),5DR 1.1L (PETROL) (18.03.2002-01.05.2003),3,2002,5,2003
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L ASTA (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L ERA (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L MAGNA (CNG) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L MAGNA (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L MAGNA AMT (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L SPORTZ (CNG) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L SPORTZ (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO 3RD GEN (2018-NOW),5DR 1.1L SPORTZ AMT (PETROL) (10.2018 - now),10,2018,NOW,NOW
HYUNDAI,SANTRO ,HYUNDAI SANTRO XING 2ND GEN (2003-2014),5DR 1.1L (PETROL) (01.04.2005-02.01.2007),4,2005,1,2007
HYUNDAI,SANTRO ,HYUNDAI SANTRO XING 2ND GEN (2003-2014),5DR 1.1L (PETROL) (01.05.2003-01.04.2005),5,2003,4,2005
HYUNDAI,SANTRO ,HYUNDAI SANTRO XING 2ND GEN (2003-2014),5DR 1.1L (PETROL) (02.01.2007 - 31.10.2014),1,2007,10,2014
HYUNDAI,SONATA,HYUNDAI SONATA (EF-B) GOLD 4TH GEN (2001-2006),4DR 2.7L (PETROL) (01.06.2002-31.12.2006),6,2002,12,2006
HYUNDAI,SONATA,HYUNDAI SONATA (EF-B) GOLD 4TH GEN (2001-2006),4DR 2.0L (PETROL) (01.07.2001-31.12.2006),7,2001,12,2006
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.0L TRANSFORM (DIESEL) (01.12.2008-31.08.2011),12,2008,8,2011
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.0L EMBERA (DIESEL) (02.01.2007-11.01.2009),1,2007,1,2009
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.0L EMBERA (DIESEL) (15.10.2005-31.12.2006),10,2005,12,2006
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.4L EMBERA (PETROL) (01.05.2005-31.12.2006),5,2005,12,2006
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.4L EMBERA (PETROL) (02.01.2007-11.01.2009),1,2007,1,2009
HYUNDAI,SONATA,HYUNDAI SONATA (NF) EMBERA/TRANSFORM 5TH GEN (2005-2011),4DR 2.4L TRANSFORM (PETROL) (01.12.2008-31.08.2011),12,2008,8,2011
HYUNDAI,SONATA,HYUNDAI SONATA (YF) FLUIDIC 6TH GEN (2012-2014),4DR 2.4L SEDAN (PETROL) (01.02.2012-31.10.2014),2,2012,10,2014
HYUNDAI,TERRACAN,HYUNDAI TERRACAN (2003-2005),5DR 2.9L SUV (DIESEL) (20.01.2003-29.09.2005),1,2003,9,2005
HYUNDAI,TUCSON,HYUNDAI TUCSON 1ST GEN (2004-2008),5DR 2.0L SUV (DIESEL) (31.10.2006-18.04.2008),10,2006,4,2008
HYUNDAI,TUCSON,HYUNDAI TUCSON 1ST GEN (2004-2008),5DR 2.0L SUV (DIESEL) (01.04.2004-31.12.2006),4,2004,12,2006
HYUNDAI,TUCSON,HYUNDAI TUCSON 2ND GEN (2013-2015),5DR 2.0L SUV (DIESEL) (08.2013-05.2015),8,2013,5,2015
HYUNDAI,TUCSON,HYUNDAI TUCSON 2ND GEN (2013-2015),5DR 2.0L SUV (PETROL) (08.2013-05.2015),8,2013,5,2015
HYUNDAI,TUCSON,HYUNDAI TUCSON 2ND GEN (2013-2015),5DR 2.4L SUV (PETROL) (08.2013-05.2015),8,2013,5,2015
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L e-VGT GLS AT 2WD (DIESEL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L GL AT 2WD (PETROL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L GL AT 4WD (DIESEL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L GLS AT 4WD (DIESEL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L MT 2WD (DIESEL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L MT 2WD (PETROL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L SUV (DIESEL) (10.2016-06.2020),10,2016,6,2020
HYUNDAI,TUCSON,HYUNDAI TUCSON 3RD GEN (2016-2020),5DR 2.0L SUV (PETROL) (10.2016-06-2020),10,2016,6,2020
HYUNDAI,VENUE,HYUNDAI VENUE (2019-2021),5DR 1.0L S AT (PETROL) (01.05.2019-01.04.2021),5,2019,4,2021
HYUNDAI,VENUE,HYUNDAI VENUE (2019-2021),5DR 1.0L SX+ AT (PETROL) (01.05.2019-01.04.2021),5,2019,4,2021
HYUNDAI,VENUE,HYUNDAI VENUE (2019-2021),5DR 1.4L E (DIESEL) (01.05.2019-01.04.2021),5,2019,4,2021
HYUNDAI,VENUE,HYUNDAI VENUE (2019-2021),5DR 1.4L SX (O) (DIESEL) (01.05.2019-01.04.2021),5,2019,4,2021
HYUNDAI,VENUE,HYUNDAI VENUE (2019-2021),5DR 1.4L SX DUAL TONE (DIESEL) (01.05.2019-01.04.2021),5,2019,4,2021
HYUNDAI,VERNA,HYUNDAI VERNA 3RD GEN (2006-2011),4DR 1.5L SEDAN (DIESEL) (09.2006-12.2011),9,2006,12,2011
HYUNDAI,VERNA,HYUNDAI VERNA 3RD GEN (2006-2011),4DR 1.6L SEDAN (PETROL) (09.2006-12.2011),9,2006,12,2011
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.4L E (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.4L EX (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L E (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L EX (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L EX (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L EX AT (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (O) (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (O) (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (O) AT (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (O) AT (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX PLUS AT (DIESEL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN (08.2017-05.2020),4DR 1.6L SX PLUS AT (PETROL) (8.2017-05.2020),8,2017,5,2020
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN F/L (03.2020-NOW),4DR 1.5L (DIESEL) (06.2020-NOW),6,2020,NOW,NOW
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN F/L (03.2020-NOW),4DR 1.5L (PETROL) (06.2020-NOW),6,2020,NOW,NOW
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN F/L (03.2020-NOW),4DR 1.5L AT (DIESEL) (06.2020-NOW),6,2020,NOW,NOW
HYUNDAI,VERNA,HYUNDAI VERNA 5TH GEN F/L (03.2020-NOW),4DR 1.5L CVT (PETROL) (06.2020-NOW),6,2020,NOW,NOW
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN (2011-2014),4DR 1.4L SEDAN (DIESEL) (01.2011-12.2014),1,2011,12,2014
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN (2011-2014),4DR 1.4L SEDAN (PETROL) (01.2011-12.2014),1,2011,12,2014
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN (2011-2014),4DR 1.6L SEDAN (DIESEL) (01.2011-12.2014),1,2011,12,2014
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN (2011-2014),4DR 1.6L SEDAN (PETROL) (01.2011-12.2014),1,2011,12,2014
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN F/L (2014-2017),4DR 1.4L SEDAN (DIESEL) (12.2014-08.2017),12,2014,8,2017
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN F/L (2014-2017),4DR 1.4L SEDAN (PETROL) (12.2014-08.2017),12,2014,8,2017
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN F/L (2014-2017),4DR 1.6L SEDAN (DIESEL) (12.2014-08.2017),12,2014,8,2017
HYUNDAI,VERNA FLUIDIC,HYUNDAI VERNA FLUIDIC 4TH GEN F/L (2014-2017),4DR 1.6L SEDAN (PETROL) (12.2014-08.2017),12,2014,8,2017
HYUNDAI,XCENT,HYUNDAI XCENT (2013-2016),4DR 1.0L (LPG) (01.08.2013-30.11.2016),8,2013,11,2016
HYUNDAI,XCENT,HYUNDAI XCENT (2013-2016),4DR 1.1L (DIESEL) (01.08.2013-30.11.2016),8,2013,11,2016
HYUNDAI,XCENT,HYUNDAI XCENT (2013-2016),4DR 1.2L (PETROL) (01.08.2013-30.11.2016),8,2013,11,2016
HYUNDAI,XCENT,HYUNDAI XCENT F/L (2016-2020),4DR 1.2L (DIESEL) (01.12.2016-01.10.2020),12,2016,10,2020
HYUNDAI,XCENT,HYUNDAI XCENT F/L (2016-2020),4DR 1.2L (PETROL) (01.12.2016-01.10.2020),12,2016,10,2020
